fact,year,date,source
"1964: Surgeon General of the United States Dr. Luther Terry, M.D., publishes the landmark report Smoking and Health: Report of the Advisory Committee to the Surgeon General of the Public Health Service saying that smoking may be hazardous to health, sparking national and worldwide anti-smoking efforts.",1964,1/11,wikipedia/muffinlabs
1973: Major League Baseball owners vote in approval of the American League adopting the designated hitter position.,1973,1/11,wikipedia/muffinlabs
1996: Space Shuttle program: STS-72 launches from the Kennedy Space Center marking the start of the 74th Space Shuttle mission and the 10th flight of Endeavour.,1996,1/11,wikipedia/muffinlabs
2003: Illinois Governor George Ryan commutes the death sentences of 167 prisoners on Illinois's death row based on the Jon Burge scandal.,2003,1/11,wikipedia/muffinlabs
1792: Federalist Thomas Pinckney appointed first U.S. minister to Britain.,1792,1/12,wikipedia/muffinlabs
1915: The United States House of Representatives rejects a proposed constitutional amendment to require states to give women the right to vote.,1915,1/12,wikipedia/muffinlabs
"1918: The Minnie Pit Disaster coal mining accident occurs in Halmer End, Staffordshire, in which 155 men and boys die.",1918,1/12,wikipedia/muffinlabs
1932: Hattie Caraway becomes the first woman elected to the United States Senate.,1932,1/12,wikipedia/muffinlabs
1942: World War II: United States President Franklin D. Roosevelt creates the National War Labor Board.,1942,1/12,wikipedia/muffinlabs
"1962: Vietnam War: Operation Chopper, the first American combat mission and first American helicopter assault in the war, takes place.",1962,1/12,wikipedia/muffinlabs
1966: Lyndon B. Johnson states that the United States should stay in South Vietnam until Communist aggression there is ended.,1966,1/12,wikipedia/muffinlabs
1967: Dr. James Bedford becomes the first person to be cryonically preserved with intent of future resuscitation.,1967,1/12,wikipedia/muffinlabs
1969: The New York Jets of the American Football League defeat the Baltimore Colts of the National Football League to win Super Bowl III in what is considered to be one of the greatest upsets in sports history.,1969,1/12,wikipedia/muffinlabs
"1970: Biafra capitulates, ending the Nigerian Civil War.",1970,1/12,wikipedia/muffinlabs
"1971: The Harrisburg Seven: Rev. Philip Berrigan and five other activists are indicted on charges of conspiring to kidnap Henry Kissinger and of plotting to blow up the heating tunnels of federal buildings in Washington, D.C.",1971,1/12,wikipedia/muffinlabs
1986: Space Shuttle program: Congressman and future NASA Administrator Bill Nelson lifts off from Kennedy Space Center aboard Columbia on mission STS-61-C as a payload specialist.,1986,1/12,wikipedia/muffinlabs
1991: Persian Gulf War: An act of the U.S. Congress authorizes the use of American military force to drive Iraq out of Kuwait.,1991,1/12,wikipedia/muffinlabs
"1997: Space Shuttle program: Atlantis launches from the Kennedy Space Center on mission STS-81 to the Russian space station Mir, carrying astronaut Jerry M. Linenger for a four-month stay on board the station, replacing astronaut John E. Blaha.",1997,1/12,wikipedia/muffinlabs
"2001: Downtown Disney opens to the public as part of the Disneyland Resort in Anaheim, California.",2001,1/12,wikipedia/muffinlabs
"2012: Violent protests occur in Bucharest, Romania, as two-day-old demonstrations continue against President Traian Băsescu's economic austerity measures. Clashes are reported in numerous Romanian cities between protesters and law enforcement officers.",2012,1/12,wikipedia/muffinlabs
"27 BC: Octavian transfers the state to the free disposal of the Roman Senate and the people. He receives Spain, Gaul, and Syria as his province for ten years.",27 BC,1/13,wikipedia/muffinlabs
"1793: Nicolas Jean Hugon de Bassville, representative of Revolutionary France, is lynched by a mob in Rome.",1793,1/13,wikipedia/muffinlabs
"1797: French Revolutionary Wars: A naval battle between a French ship of the line and two British frigates off the coast of Brittany ends with the French vessel running aground, resulting in over 900 deaths.",1797,1/13,wikipedia/muffinlabs
"1815: War of 1812: British troops capture Fort Peter in St. Marys, Georgia, the only battle of the war to take place in the state.",1815,1/13,wikipedia/muffinlabs
1833: United States President Andrew Jackson writes to Vice President elect Martin Van Buren expressing his opposition to South Carolina's defiance of federal authority in the Nullification Crisis.,1833,1/13,wikipedia/muffinlabs
1847: The Treaty of Cahuenga ends the Mexican-American War in California.,1847,1/13,wikipedia/muffinlabs
"1888: The National Geographic Society is founded in Washington, D.C.",1888,1/13,wikipedia/muffinlabs
"1893: U.S. Marines land in Honolulu, Hawaii from the USS Boston to prevent the queen from abrogating the Bayonet Constitution.",1893,1/13,wikipedia/muffinlabs
"1942: Henry Ford patents a soybean car, which is 30% lighter than a regular car.",1942,1/13,wikipedia/muffinlabs
1963: Coup d'état in Togo results in the assassination of president Sylvanus Olympio.,1963,1/13,wikipedia/muffinlabs
"1964: In Manchester, New Hampshire, fourteen-year-old Pamela Mason is murdered. Edward Coolidge is tried and convicted of the crime, but the conviction is set aside by the landmark Fourth Amendment case Coolidge v. New Hampshire (1971).",1964,1/13,wikipedia/muffinlabs
1966: Robert C. Weaver becomes the first African American Cabinet member when he is appointed United States Secretary of Housing and Urban Development.,1966,1/13,wikipedia/muffinlabs
1972: Prime Minister Kofi Abrefa Busia and President Edward Akufo-Addo of Ghana are ousted in a bloodless military coup by Colonel Ignatius Kutu Acheampong.,1972,1/13,wikipedia/muffinlabs
"1978: United States Food and Drug Administration requires all blood donations to be labeled ""paid"" or ""volunteer"" donors.",1978,1/13,wikipedia/muffinlabs
"1982: Shortly after takeoff, Air Florida Flight 90, a Boeing 737 jet, crashes into Washington, D.C.'s 14th Street Bridge and falls into the Potomac River, killing 78 including four motorists.",1982,1/13,wikipedia/muffinlabs
1988: Lee Teng-hui becomes the first native Taiwanese President of the Republic of China.,1988,1/13,wikipedia/muffinlabs
"1990: Douglas Wilder becomes the first elected African American governor as he takes office as Governor of Virginia in Richmond, Virginia.",1990,1/13,wikipedia/muffinlabs
"1991: Soviet Union troops attack Lithuanian independence supporters in Vilnius, killing 14 people and wounding around 1,000 others.",1991,1/13,wikipedia/muffinlabs
1993: Space Shuttle program: Endeavour heads for space for the third time as STS-54 launches from the Kennedy Space Center.,1993,1/13,wikipedia/muffinlabs
"1993: Operation Southern Watch: U.S.A.F., U.S.N., R.A.F. and French Air Force jets attack AAA and SAM sites in Southern Iraq.",1993,1/13,wikipedia/muffinlabs
2021: Outgoing U.S. President Donald Trump is impeached for a second time on a charge of incitement of insurrection following the January 6 United States Capitol attack one week prior.,2021,1/13,wikipedia/muffinlabs
"1784: American Revolutionary War: Ratification Day, United States: Congress ratifies the Treaty of Paris with Great Britain.",1784,1/14,wikipedia/muffinlabs
1943: World War II: Franklin D. Roosevelt and Winston Churchill begin the Casablanca Conference to discuss strategy and study the next phase of the war.,1943,1/14,wikipedia/muffinlabs
"1951: National Airlines Flight 83 crashes during landing at Philadelphia International Airport, killing seven passengers and crew.",1951,1/14,wikipedia/muffinlabs
1953: Josip Broz Tito is elected the first President of Yugoslavia.,1953,1/14,wikipedia/muffinlabs
1954: The Hudson Motor Car Company merges with Nash-Kelvinator Corporation forming the American Motors Corporation.,1954,1/14,wikipedia/muffinlabs
"1967: Counterculture of the 1960s: The Human Be-In takes place in San Francisco, California's Golden Gate Park, launching the Summer of Love.",1967,1/14,wikipedia/muffinlabs
1777: American Revolutionary War: New Connecticut (present-day Vermont) declares its independence.,1777,1/15,wikipedia/muffinlabs
1782: Superintendent of Finance Robert Morris addresses the U.S. Congress to recommend establishment of a national mint and decimal coinage.,1782,1/15,wikipedia/muffinlabs
"1815: War of 1812: American frigate USS President, commanded by Commodore Stephen Decatur, is captured by a squadron of four British frigates.",1815,1/15,wikipedia/muffinlabs
1822: Greek War of Independence: Demetrios Ypsilantis is elected president of the legislative assembly.,1822,1/15,wikipedia/muffinlabs
"1865: American Civil War: Fort Fisher in North Carolina falls to the Union, thus cutting off the last major seaport of the Confederacy.",1865,1/15,wikipedia/muffinlabs
"1870: Thomas Nast publishes a political cartoon  symbolizing the Democratic Party with a donkey (""A Live Jackass Kicking a Dead Lion"") for Harper's Weekly.",1870,1/15,wikipedia/muffinlabs
1908: The Alpha Kappa Alpha sorority becomes the first Greek-letter organization founded and established by African American college women.,1908,1/15,wikipedia/muffinlabs
"1910: Construction ends on the Buffalo Bill Dam in Wyoming, United States, which was the highest dam in the world at the time, at 99 m (325 ft).",1910,1/15,wikipedia/muffinlabs
"1919: Great Molasses Flood: A wave of molasses released from an exploding storage tank sweeps through Boston, Massachusetts, killing 21 and injuring 150.",1919,1/15,wikipedia/muffinlabs
"1936: The first building to be completely covered in glass, built for the Owens-Illinois Glass Company, is completed in Toledo, Ohio.",1936,1/15,wikipedia/muffinlabs
"1937: Spanish Civil War: Nationalists and Republicans both withdraw after suffering heavy losses, ending the Second Battle of the Corunna Road.",1937,1/15,wikipedia/muffinlabs
"1943: The Pentagon is dedicated in Arlington County, Virginia.",1943,1/15,wikipedia/muffinlabs
1949: Chinese Civil War: The Communist forces take over Tianjin from the Nationalist government.,1949,1/15,wikipedia/muffinlabs
1970: Nigerian Civil War: Biafran rebels surrender following an unsuccessful 32-month fight for independence from Nigeria.,1970,1/15,wikipedia/muffinlabs
"1973: Vietnam War: Citing progress in peace negotiations, President Richard Nixon announces the suspension of offensive action in North Vietnam.",1973,1/15,wikipedia/muffinlabs
"1975: The Alvor Agreement is signed, ending the Angolan War of Independence and giving Angola independence from Portugal.",1975,1/15,wikipedia/muffinlabs
"1976: Gerald Ford's would-be assassin, Sara Jane Moore, is sentenced to life in prison.",1976,1/15,wikipedia/muffinlabs
"27 BC: Gaius Julius Caesar Octavianus is granted the title Augustus by the Roman Senate, marking the beginning of the Roman Empire.",27 BC,1/16,wikipedia/muffinlabs
1780: American Revolutionary War: Battle of Cape St. Vincent.,1780,1/16,wikipedia/muffinlabs
1786: Virginia enacts the Statute for Religious Freedom authored by Thomas Jefferson.,1786,1/16,wikipedia/muffinlabs
1847: Westward expansion of the United States: John C. Frémont is appointed Governor of the new California Territory.,1847,1/16,wikipedia/muffinlabs
"1883: The Pendleton Civil Service Reform Act, establishing the United States Civil Service, is enacted by Congress.",1883,1/16,wikipedia/muffinlabs
1900: The United States Senate accepts the Anglo-German treaty of 1899 in which the United Kingdom renounces its claims to the Samoan islands.,1900,1/16,wikipedia/muffinlabs
"1913: Indian mathematician Srinivasa Ramanujan writes his first letter to G. H. Hardy at Cambridge, stating without proof various formulae involving integrals, infinite series, and continued fractions, beginning a long correspondence between the two as well as widespread recognition of Ramanujan's results.",1913,1/16,wikipedia/muffinlabs
